1,2021,春学期,AcademicLectureComprehension1,ダイヤー・マイケル・Ｗ・Ａ,基幹理工学部,1.0,3.0,5.0,1.0,あり,"[1, 0, 0, 0]","[0, 0, 1]","[0, 1, 0, 0]","[0, 1, 0]",['授業はなく、毎週オンラインでの課題が出されるだけ。この課題がとにかく大変。他のクラスと比べて量が多い。明らかに去年の使い回しだろと思われるコピペも多数存在する。']
2,2021,通年,AcademicLectureComprehension1,フェラーロ・ティモシー・クリントン,創造理工学部,5.0,5.0,5.0,2.0,なし,"[1, 0, 0, 0]","[1, 0, 0]","[0, 1, 0, 0]","[1, 0, 0]",['Zoomでの授業とはなっているが、10分で終了し課題を行う時間となる。試験では音声を聞き取りメモを書くのだが、試験ページ外に音声を設置するとの凡ミスを犯したためこのクラスだけ成績が上昇した。']
3,2021,春学期,AcademicLectureComprehension1,原田美穂,先進理工学部,4.0,3.0,3.0,3.0,あり,"[1, 0, 0, 0]","[0, 0, 1]","[0, 1, 0, 0]","[0, 1, 0]",['ノートは汚くてOK']
4,2021,秋学期,AcademicLectureComprehension2,原田美穂,先進理工学部,5.0,3.0,3.0,3.0,あり,"[0, 1, 0, 0]","[0, 0, 1]","[0, 1, 0, 0]","[0, 1, 0]",['できるだけ積極的に話しましょう']
5,2021,秋学期,AcademicSkills(Discussion)LfC,マグズ・アンドリュウ・ジョン,文化構想学部,5.0,5.0,5.0,4.0,あり,"[1, 0, 0, 0]","[0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0]",['毎回出されるリスニングさえこなせば単位がきます']
6,2021,秋学期,AcademicSkills(Discussion)MfD,阿部敬子,文化構想学部,3.0,3.0,2.5,2.5,あり,"[1, 1, 0, 1]","[0, 1, 0]","[0, 2, 0, 0]","[1, 1, 0]","['グループで英語でディスカッションをする。先生が定期的に回ってくるので気は抜けない。期末課題として英語でプレゼンをする。', '評価は、プレゼンと中間試験、期末試験で決まる。試験は易しい。プレゼンに関しては、それなりに準備する必要があるかと思う。']"
7,2021,秋学期,AcademicSkills(Reading),赤間勇雄,文学部,5.0,5.0,3.0,3.0,なし,"[0, 0, 0, 1]","[0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0]",['オンライン授業だと思ったら、まさかの課題を出すだけでした。課題もそんなに難しくないので、楽単だと思います。']
8,2021,春学期,AcademicSkills(Writing)LsA,友田路,文学部,4.0,4.0,4.0,4.0,あり,"[1, 0, 0, 0]","[0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0]",['プレゼンのための座学→実践の繰り返し。先生は優しい。日本語も話してくれる。英語話せなくてもやる気を見せればなんとかなる。安易に欠席するとプレゼンが大変になるから注意。']
9,2021,春学期,AcademicSkills(Writing)LsB,赤間勇雄,文学部,5.0,5.0,4.0,3.0,あり,"[1, 0, 0, 0]","[0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0]",['選択英語の中では負担が軽い方だと思います。毎週ライティングの課題が出されましたが、そこまで文量は求められないので、授業がとりやすい一年生のうちに履修しておくことを個人的にはおすすめします。']
10,2021,春学期,AcademicSkills(Writing)LsD,赤間勇雄,文化構想学部,5.0,4.0,4.0,4.0,あり,"[1, 1, 1, 0]","[0, 1, 0]","[0, 0, 1, 0]","[0, 0, 1]",['YouTubeでの文章書き方レッスン&小テスト→自分で書く、の繰り返し自分で書く回は少しきつい。期末にある集大成のものも参考文献を集めたりと本格的なので結構大変。しかし、身につくものはとても大きく、日本語のレポートにも役立つスキルなので、早いうちに一度受けておくと後々役立つ。指示(アカデミックライティングをする上でのex.名前や参考文献の位置など)通りに授業を受けていれば(文章を書ければ)高評価は難しくない。']
11,2021,秋学期,AcademicSkills(Writing)LsE,Ｐ・Ｒ・マッキネス,文学部,3.0,4.0,4.0,3.0,あり,"[1, 0, 0, 0]","[0, 0, 1]","[0, 1, 0, 0]","[0, 1, 0]",['ライティングの授業ですが、Collaborate内のブレイクアクトルームでグループワークのようことを求められます。会話しなくてもできる課題も多いのでそこまで負担ではないかもしれませんが、一応声が出せる環境での受講をおすすめします。課題は二週間に一度ライティングの課題を出されますが、きちんとやっていればA+はくるかと思います。ただかなり文量が求められるのであまり楽ではないように感じました。']
12,2021,春学期,AcademicWritingandDiscussioninEnglishα,ウェナーマーク・エリック・ピータ,政治経済学部,3.0,3.0,3.0,3.0,あり,"[1, 1, 0, 0]","[0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0]",['5回に1度対面の授業があるが、基本的にはオンライン。いわれる課題をしっかりやれば単位は落とさない。']
13,2021,春学期,AcademicWritingandDiscussioninEnglishα,パリシュ・ロリ,グローバルエデュケーションセンター（GEC),1.0,1.0,1.0,2.0,あり,"[1, 1, 0, 0]","[0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1]",['兎に角先生が厳しい\\nしんどいが耐えろ']
14,2021,秋学期,AcademicWritingandDiscussioninEnglishα,ベイ・シャローム,政治経済学部,5.0,4.0,4.0,4.0,あり,"[1, 0, 0, 0]","[0, 0, 1]","[0, 0, 1, 0]","[0, 1, 0]",['オンラインの時だったけど、いつも授業の最初はhowareyou？っていうのをクラス全員でリレーして緩くスタート。レポートの参考文献の書き方を細かく教えてくれる。先生の発音が綺麗すぎてわかりやすい最終レポートは何回か下書きで書いて蓄積されたものを出すだけだからキツくない。レポートにもしっかりコメントしてくれて面倒見が良い。誕生日の人は祝ってくれた時もあった。毎回60分で授業が終了していたような']
15,2021,春学期,AcademicWritingandDiscussioninEnglishα４４,久保岳夫,政治経済学部,3.0,5.0,4.0,2.0,あり,"[1, 0, 0, 0]","[0, 0, 1]","[0, 0, 0, 1]","[0, 0, 0]",['真面目な雰囲気の日本人の先生だが、堅苦しい感じはない。先生の雰囲気のせいかは分からないが、他のクラスは生徒同士ほぼ仲良くなるらしいが、うちのクラスは全く仲良くならなかった。添削はとても丁寧にしてくれる。']
16,2021,秋学期,AcademicWritingandDiscussioninEnglishα８３,笹沼塩美,政治経済学部,1.0,3.0,3.0,1.0,あり,"[1, 1, 0, 0]","[0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1]",['単位はなんとかなるが先生と合わない人が多い。']
17,2021,春学期,AcademicWritingandDiscussioninEnglishβ,パリシュ・ロリ,グローバルエデュケーションセンター（GEC),1.0,1.0,1.0,1.0,あり,"[1, 1, 0, 0]","[0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1]",['単位とるのは至難の業\\n多分出席せずに別の先生のAWADEを取り直すほうが早い']
18,2021,秋学期,BioethicsFamilyandtheLaw,横野恵,社会科学部,4.0,4.0,3.0,2.0,あり,"[0, 0, 1, 0]","[0, 0, 1]","[0, 0, 0, 1]","[0, 0, 0]",['一回のプレゼンテーションがあるのみと出席なのでプレゼンテーションに力を入れた方がいいです。あとは、ディスカッションに参加することです。とても負担が少ない授業です。']
19,2021,秋学期,BiologicalPhysics,由良敬,国際教養学部,5.0,4.0,5.0,2.0,あり,"[0, 1, 0, 0]","[1, 0, 0]","[0, 1, 0, 0]","[1, 0, 0]",['楽単です！やることをしっかりやれば絶対A以上とれます！内容としては難しくない。']
20,2021,春学期,BonDance,弓削田綾乃,グローバルエデュケーションセンター（GEC),5.0,5.0,5.0,5.0,あり,"[0, 0, 1, 0]","[1, 0, 0]","[0, 0, 0, 1]","[0, 0, 0]",['一限なのがネック。でも今年は開始時間を遅くしてくれたからましだった。内容は興味がある人は本当に楽しいと思う。一芸が身につくかも。要領には英語で授業とあるが、ほとんど英語は使わない。']
